sol,earth_date,ls,season,min_temp,max_temp,pressure,atmo_opacity,sunrise,sunset
902,2015-02-18,293,"Month 10",-68,0,883,Sunny,06:28,18:44
903,2015-02-19,294,"Month 10",-71,-2,882,Sunny,06:28,18:44
904,2015-02-20,294,"Month 10",-71,0,878,Sunny,06:29,18:45
905,2015-02-21,295,"Month 10",-71,-2,880,Sunny,06:29,18:45
906,2015-02-22,296,"Month 10",-76,-3,878,Sunny,06:30,18:46
907,2015-02-24,296,"Month 10",-75,-1,879,Sunny,06:31,18:46
908,2015-02-25,297,"Month 10",-71,-3,883,Sunny,06:31,18:46
909,2015-02-26,297,"Month 10",-70,-2,878,Sunny,06:32,18:47
910,2015-02-27,298,"Month 10",-73,0,878,Sunny,06:32,18:47
911,2015-02-28,299,"Month 10",-70,0,874,Sunny,06:33,18:48
912,2015-03-01,299,"Month 10",-75,-4,875,Sunny,06:33,18:48
913,2015-03-02,300,"Month 11",-71,-4,871,Sunny,06:33,18:48
914,2015-03-03,300,"Month 11",-71,0,874,Sunny,06:34,18:49
915,2015-03-04,301,"Month 11",-71,-4,878,Sunny,06:34,18:49
916,2015-03-05,302,"Month 11",-71,-5,872,Sunny,06:35,18:49
917,2015-03-06,302,"Month 11",-76,-1,871,Sunny,06:35,18:50
918,2015-03-07,303,"Month 11",-71,0,867,Sunny,06:36,18:50
919,2015-03-08,304,"Month 11",-74,-3,870,Sunny,06:36,18:50
920,2015-03-09,304,"Month 11",-72,-2,868,Sunny,06:37,18:51
921,2015-03-10,305,"Month 11",-70,2,867,Sunny,06:37,18:51
922,2015-03-11,305,"Month 11",-73,-2,870,Sunny,06:37,18:51
923,2015-03-12,306,"Month 11",-72,-5,867,Sunny,06:38,18:51
924,2015-03-13,307,"Month 11",-74,-1,867,Sunny,06:38,18:52
925,2015-03-14,307,"Month 11",-71,-2,862,Sunny,06:38,18:52
926,2015-03-15,308,"Month 11",-76,1,864,Sunny,06:39,18:52
927,2015-03-16,308,"Month 11",-76,-2,862,Sunny,06:39,18:52
928,2015-03-17,309,"Month 11",-72,0,862,Sunny,06:40,18:53
929,2015-03-18,310,"Month 11",-75,0,866,Sunny,06:40,18:53
930,2015-03-19,310,"Month 11",-75,-1,865,Sunny,06:40,18:53
931,2015-03-20,311,"Month 11",-69,-1,864,Sunny,06:41,18:53
932,2015-03-21,311,"Month 11",-71,1,859,Sunny,06:41,18:53
933,2015-03-22,312,"Month 11",-71,-4,863,Sunny,06:41,18:54
934,2015-03-23,313,"Month 11",-73,1,858,Sunny,06:41,18:54
935,2015-03-24,313,"Month 11",-75,-2,862,Sunny,06:42,18:54
936,2015-03-25,314,"Month 11",-72,-3,865,Sunny,06:42,18:54
937,2015-03-26,314,"Month 11",-73,0,863,Sunny,06:42,18:54
939,2015-03-28,316,"Month 11",,,--,--,06:43,18:54
940,2015-03-29,316,"Month 11",-73,-2,861,Sunny,06:43,18:54
941,2015-03-30,317,"Month 11",-74,0,857,Sunny,06:43,18:55
942,2015-03-31,317,"Month 11",-74,-1,857,Sunny,06:44,18:55
943,2015-04-02,318,"Month 11",-73,-1,854,Sunny,06:44,18:55
944,2015-04-03,318,"Month 11",-70,0,852,Sunny,06:44,18:55
945,2015-04-04,319,"Month 11",-72,-1,851,Sunny,06:44,18:55
946,2015-04-05,320,"Month 11",-77,-2,850,Sunny,06:44,18:55
947,2015-04-06,320,"Month 11",-70,-3,853,Sunny,06:45,18:55
948,2015-04-07,321,"Month 11",-73,-8,854,Sunny,06:45,18:55
949,2015-04-08,321,"Month 11",-72,-4,851,Sunny,06:45,18:55
950,2015-04-09,322,"Month 11",-73,0,850,Sunny,06:45,18:55
951,2015-04-10,323,"Month 11",-75,-4,849,Sunny,06:45,18:55
952,2015-04-11,323,"Month 11",-69,-6,847,Sunny,06:45,18:55
953,2015-04-12,324,"Month 11",-71,-5,847,Sunny,06:45,18:55
954,2015-04-13,324,"Month 11",-73,-3,847,Sunny,06:46,18:55
957,2015-04-16,326,"Month 11",,,--,--,06:46,18:55
958,2015-04-17,327,"Month 11",-74,-9,848,Sunny,06:46,18:55
959,2015-04-18,327,"Month 11",-78,-4,846,Sunny,06:46,18:55
960,2015-04-19,328,"Month 11",-76,-8,846,Sunny,06:46,18:55
961,2015-04-20,328,"Month 11",-71,-3,849,Sunny,06:46,18:55
962,2015-04-21,329,"Month 11",-73,-2,845,Sunny,06:46,18:55
963,2015-04-22,329,"Month 11",-71,-5,850,Sunny,06:46,18:55
964,2015-04-23,330,"Month 12",-72,-13,847,Sunny,06:47,18:54
965,2015-04-24,331,"Month 12",-75,-10,847,Sunny,06:47,18:54
966,2015-04-25,331,"Month 12",-73,-12,850,Sunny,06:47,18:54
967,2015-04-26,332,"Month 12",-74,-2,844,Sunny,06:47,18:54
968,2015-04-27,332,"Month 12",-71,-3,848,Sunny,06:47,18:54
969,2015-04-28,333,"Month 12",-72,-2,844,Sunny,06:47,18:54
970,2015-04-29,333,"Month 12",-71,-4,849,Sunny,06:47,18:54
971,2015-04-30,334,"Month 12",-71,-3,848,Sunny,06:47,18:54
972,2015-05-01,334,"Month 12",-73,-3,847,Sunny,06:47,18:53
973,2015-05-02,335,"Month 12",-72,-4,844,Sunny,06:47,18:53
974,2015-05-03,336,"Month 12",-73,-3,842,Sunny,06:47,18:53
975,2015-05-04,336,"Month 12",-73,-3,843,Sunny,06:47,18:53
976,2015-05-05,337,"Month 12",-75,-6,842,Sunny,06:47,18:53
977,2015-05-06,337,"Month 12",-75,-4,841,Sunny,06:47,18:53
978,2015-05-07,338,"Month 12",-73,-2,842,Sunny,06:47,18:52
979,2015-05-09,338,"Month 12",-79,-4,841,Sunny,06:47,18:52
980,2015-05-10,339,"Month 12",-73,1,840,Sunny,06:47,18:52
981,2015-05-11,339,"Month 12",-73,-3,841,Sunny,06:46,18:52
982,2015-05-12,340,"Month 12",-74,-4,840,Sunny,06:46,18:52
983,2015-05-13,340,"Month 12",-76,-6,840,Sunny,06:46,18:51
984,2015-05-14,341,"Month 12",-74,-6,840,Sunny,06:46,18:51
985,2015-05-15,342,"Month 12",-78,-5,840,Sunny,06:46,18:51
986,2015-05-16,342,"Month 12",-74,-1,840,Sunny,06:46,18:51
987,2015-05-17,343,"Month 12",-74,-7,839,Sunny,06:46,18:50
988,2015-05-18,343,"Month 12",-75,-10,840,Sunny,06:46,18:50
989,2015-05-19,344,"Month 12",-74,-10,841,Sunny,06:46,18:50
990,2015-05-20,344,"Month 12",-76,-1,839,Sunny,06:46,18:50
991,2015-05-21,345,"Month 12",-73,-3,840,Sunny,06:46,18:49
992,2015-05-22,345,"Month 12",-73,-6,842,Sunny,06:46,18:49
993,2015-05-23,346,"Month 12",-73,-8,840,Sunny,06:45,18:49
994,2015-05-24,346,"Month 12",-79,-5,842,Sunny,06:45,18:49
995,2015-05-25,347,"Month 12",-74,-4,842,Sunny,06:45,18:48
996,2015-05-26,348,"Month 12",-72,-4,842,Sunny,06:45,18:48
997,2015-05-27,348,"Month 12",-74,-13,843,Sunny,06:45,18:48
998,2015-05-28,349,"Month 12",-73,-8,842,Sunny,06:45,18:48
1000,2015-05-30,350,"Month 12",-74,-12,841,Sunny,06:44,18:47
1001,2015-05-31,350,"Month 12",-79,-12,843,Sunny,06:44,18:47
1002,2015-06-01,351,"Month 12",-77,-12,844,Sunny,06:44,18:46
1003,2015-06-02,351,"Month 12",-74,-10,843,Sunny,06:44,18:46
1004,2015-06-03,352,"Month 12",-74,-9,842,Sunny,06:44,18:46
1005,2015-06-04,352,"Month 12",-75,-12,843,Sunny,06:44,18:45
1006,2015-06-05,353,"Month 12",-78,-13,844,Sunny,06:43,18:45
1007,2015-06-06,353,"Month 12",-79,-12,845,Sunny,06:43,18:45
1008,2015-06-07,354,"Month 12",-79,-12,844,Sunny,06:43,18:44
1009,2015-06-08,354,"Month 12",-75,-12,845,Sunny,06:43,18:44
1010,2015-06-09,355,"Month 12",-74,-11,846,Sunny,06:43,18:44
1011,2015-06-10,355,"Month 12",-78,-12,845,Sunny,06:42,18:43
1012,2015-06-11,356,"Month 12",-81,-16,846,Sunny,06:42,18:43
1013,2015-06-12,356,"Month 12",-80,-12,846,Sunny,06:42,18:43
1014,2015-06-13,357,"Month 12",-77,-14,846,Sunny,06:42,18:42
1015,2015-06-14,357,"Month 12",-75,-13,847,Sunny,06:42,18:42
1016,2015-06-16,358,"Month 12",-76,-11,847,Sunny,06:41,18:42
1017,2015-06-17,359,"Month 12",-78,-12,850,Sunny,06:41,18:41
1018,2015-06-18,359,"Month 12",-79,-15,850,Sunny,06:41,18:41
1019,2015-06-19,0,"Month 1",-81,-14,849,Sunny,06:41,18:41
1020,2015-06-20,0,"Month 1",-63,-12,832,Sunny,06:41,18:40
1021,2015-06-21,1,"Month 1",-76,-14,850,Sunny,06:40,18:40
1022,2015-06-22,1,"Month 1",-75,-12,852,Sunny,06:40,18:39
1023,2015-06-23,2,"Month 1",-76,-15,851,Sunny,06:40,18:39
1024,2015-06-24,2,"Month 1",-76,-15,851,Sunny,06:40,18:39
1025,2015-06-25,3,"Month 1",-74,-14,851,Sunny,06:39,18:38
1026,2015-06-26,3,"Month 1",-78,-16,851,Sunny,06:39,18:38
1028,2015-06-28,4,"Month 1",-75,-15,853,Sunny,06:39,18:37
1029,2015-06-29,5,"Month 1",-75,-14,856,Sunny,06:38,18:37
1030,2015-06-30,5,"Month 1",-77,-15,855,Sunny,06:38,18:36
1031,2015-07-01,6,"Month 1",-76,-15,854,Sunny,06:38,18:36
1032,2015-07-02,6,"Month 1",-74,-16,854,Sunny,06:38,18:35
1033,2015-07-03,7,"Month 1",-77,-14,856,Sunny,06:37,18:35
1034,2015-07-04,7,"Month 1",-76,-14,859,Sunny,06:37,18:35
1035,2015-07-05,8,"Month 1",-77,-12,857,Sunny,06:37,18:34
1036,2015-07-06,8,"Month 1",-76,-17,856,Sunny,06:36,18:34
1037,2015-07-07,9,"Month 1",-80,-21,856,Sunny,06:36,18:33
1038,2015-07-08,9,"Month 1",-76,-21,858,Sunny,06:36,18:33
1039,2015-07-09,10,"Month 1",-77,-21,857,Sunny,06:36,18:33
1040,2015-07-10,10,"Month 1",-77,-21,858,Sunny,06:35,18:32
1041,2015-07-11,11,"Month 1",-77,-22,859,Sunny,06:35,18:32
1042,2015-07-12,11,"Month 1",-76,-20,859,Sunny,06:35,18:31
1043,2015-07-13,12,"Month 1",-77,-20,860,Sunny,06:35,18:31
1044,2015-07-14,12,"Month 1",-79,-20,860,Sunny,06:34,18:31
1045,2015-07-15,13,"Month 1",-80,-13,861,Sunny,06:34,18:30
1046,2015-07-16,13,"Month 1",-77,-12,862,Sunny,06:34,18:30
1047,2015-07-17,14,"Month 1",-77,-14,863,Sunny,06:33,18:29
1048,2015-07-18,14,"Month 1",-78,-15,864,Sunny,06:33,18:29
1049,2015-07-19,15,"Month 1",-75,-21,864,Sunny,06:33,18:28
1050,2015-07-20,15,"Month 1",-76,-22,863,Sunny,06:33,18:28
1051,2015-07-21,16,"Month 1",-76,-20,864,Sunny,06:32,18:28
1052,2015-07-23,16,"Month 1",-78,-12,865,Sunny,06:32,18:27
1053,2015-07-24,17,"Month 1",-79,-11,865,Sunny,06:32,18:27
1054,2015-07-25,17,"Month 1",-77,-11,867,Sunny,06:31,18:26
1055,2015-07-26,17,"Month 1",-77,-20,868,Sunny,06:31,18:26
1056,2015-07-27,18,"Month 1",-76,-21,868,Sunny,06:31,18:25
1057,2015-07-28,18,"Month 1",-78,-22,867,Sunny,06:30,18:25
1058,2015-07-29,19,"Month 1",-78,-22,868,Sunny,06:30,18:25
1059,2015-07-30,19,"Month 1",-78,-20,870,Sunny,06:30,18:24
1060,2015-07-31,20,"Month 1",-78,-16,870,Sunny,06:30,18:24
1061,2015-08-01,20,"Month 1",-77,-23,871,Sunny,06:29,18:23
1062,2015-08-02,21,"Month 1",-77,-24,871,Sunny,06:29,18:23
1063,2015-08-03,21,"Month 1",-79,-19,871,Sunny,06:29,18:22
1064,2015-08-04,22,"Month 1",-77,-22,871,Sunny,06:28,18:22
1065,2015-08-05,22,"Month 1",-78,-19,873,Sunny,06:28,18:22
1066,2015-08-06,23,"Month 1",-78,-14,875,Sunny,06:28,18:21
1067,2015-08-07,23,"Month 1",-79,-24,875,Sunny,06:27,18:21
1068,2015-08-08,24,"Month 1",-76,-23,874,Sunny,06:27,18:20
1069,2015-08-09,24,"Month 1",-77,-22,876,Sunny,06:27,18:20
1070,2015-08-10,25,"Month 1",-80,-14,877,Sunny,06:27,18:19
1071,2015-08-11,25,"Month 1",-78,-16,878,Sunny,06:26,18:19
1072,2015-08-12,26,"Month 1",-78,-15,879,Sunny,06:26,18:19
1073,2015-08-13,26,"Month 1",-82,-15,879,Sunny,06:26,18:18
1074,2015-08-14,27,"Month 1",-77,-14,878,Sunny,06:25,18:18
1075,2015-08-15,27,"Month 1",-77,-13,879,Sunny,06:25,18:17
1076,2015-08-16,28,"Month 1",-81,-14,880,Sunny,06:25,18:17
1077,2015-08-17,28,"Month 1",-79,-16,880,Sunny,06:24,18:16
1078,2015-08-18,29,"Month 1",-80,-18,881,Sunny,06:24,18:16
1079,2015-08-19,29,"Month 1",-80,-21,882,Sunny,06:24,18:16
1080,2015-08-20,29,"Month 1",-77,-17,882,Sunny,06:23,18:15
1081,2015-08-21,30,"Month 2",-77,-18,882,Sunny,06:23,18:15
1082,2015-08-22,30,"Month 2",-79,-17,882,Sunny,06:23,18:14
1083,2015-08-23,31,"Month 2",-80,-20,883,Sunny,06:23,18:14
1084,2015-08-24,31,"Month 2",-78,-22,885,Sunny,06:22,18:13
1085,2015-08-25,32,"Month 2",-79,-23,886,Sunny,06:22,18:13
1086,2015-08-26,32,"Month 2",-77,-25,885,Sunny,06:22,18:13
1087,2015-08-27,33,"Month 2",-78,-19,885,Sunny,06:21,18:12
1088,2015-08-29,33,"Month 2",-77,-19,885,Sunny,06:21,18:12
1089,2015-08-30,34,"Month 2",-76,-19,885,Sunny,06:21,18:11
1090,2015-08-31,34,"Month 2",-78,-20,886,Sunny,06:20,18:11
1091,2015-09-01,35,"Month 2",-77,-21,886,Sunny,06:20,18:10
1092,2015-09-02,35,"Month 2",-79,-23,886,Sunny,06:20,18:10
1093,2015-09-03,36,"Month 2",-77,-21,887,Sunny,06:20,18:10
1094,2015-09-04,36,"Month 2",-80,-20,888,Sunny,06:19,18:09
1095,2015-09-05,36,"Month 2",-79,-24,888,Sunny,06:19,18:09
1096,2015-09-06,37,"Month 2",-79,-24,888,Sunny,06:19,18:08
1097,2015-09-07,37,"Month 2",-78,-27,889,Sunny,06:18,18:08
1098,2015-09-08,38,"Month 2",-77,-26,890,Sunny,06:18,18:08
1099,2015-09-09,38,"Month 2",-78,-24,891,Sunny,06:18,18:07
1100,2015-09-10,39,"Month 2",-79,-22,890,Sunny,06:17,18:07
1101,2015-09-11,39,"Month 2",-80,-23,891,Sunny,06:17,18:06
1102,2015-09-12,40,"Month 2",-84,-25,892,Sunny,06:17,18:06
1103,2015-09-13,40,"Month 2",-81,-26,893,Sunny,06:17,18:06
1104,2015-09-14,41,"Month 2",-79,-25,893,Sunny,06:16,18:05
1105,2015-09-15,41,"Month 2",-78,-25,892,Sunny,06:16,18:05
1106,2015-09-16,42,"Month 2",-82,-22,893,Sunny,06:16,18:04
1107,2015-09-17,42,"Month 2",-79,-24,893,Sunny,06:15,18:04
1108,2015-09-18,42,"Month 2",-78,-25,895,Sunny,06:15,18:04
1109,2015-09-19,43,"Month 2",-82,-26,895,Sunny,06:15,18:03
1110,2015-09-20,43,"Month 2",-81,-25,895,Sunny,06:15,18:03
1111,2015-09-21,44,"Month 2",-79,-26,896,Sunny,06:14,18:02
1112,2015-09-22,44,"Month 2",-80,-24,895,Sunny,06:14,18:02
1113,2015-09-23,45,"Month 2",-79,-24,895,Sunny,06:14,18:02
1114,2015-09-24,45,"Month 2",-79,-25,896,Sunny,06:13,18:01
1115,2015-09-25,46,"Month 2",-80,-21,897,Sunny,06:13,18:01
1116,2015-09-26,46,"Month 2",-79,-26,898,Sunny,06:13,18:01
1117,2015-09-27,47,"Month 2",-79,-25,898,Sunny,06:13,18:00
1118,2015-09-28,47,"Month 2",-80,-25,898,Sunny,06:12,18:00
1119,2015-09-29,48,"Month 2",-81,-22,899,Sunny,06:12,17:59
1120,2015-09-30,48,"Month 2",-80,-24,900,Sunny,06:12,17:59
1121,2015-10-01,48,"Month 2",-81,-25,901,Sunny,06:12,17:59
1122,2015-10-02,49,"Month 2",-79,-26,901,Sunny,06:11,17:58
1123,2015-10-03,49,"Month 2",-79,-27,900,Sunny,06:11,17:58
1124,2015-10-04,50,"Month 2",-80,-26,900,Sunny,06:11,17:58
1125,2015-10-06,50,"Month 2",-79,-22,900,Sunny,06:10,17:57
1126,2015-10-07,51,"Month 2",-79,-21,901,Sunny,06:10,17:57
1127,2015-10-08,51,"Month 2",-80,-27,901,Sunny,06:10,17:57
1128,2015-10-09,52,"Month 2",-79,-27,902,Sunny,06:10,17:56
1129,2015-10-10,52,"Month 2",-80,-23,902,Sunny,06:09,17:56
1130,2015-10-11,53,"Month 2",-81,-25,902,Sunny,06:09,17:56
1131,2015-10-12,53,"Month 2",-81,-28,902,Sunny,06:09,17:55
1132,2015-10-13,53,"Month 2",-82,-27,902,Sunny,06:09,17:55
1133,2015-10-14,54,"Month 2",-82,-26,902,Sunny,06:08,17:54
1134,2015-10-15,54,"Month 2",-80,-27,902,Sunny,06:08,17:54
1135,2015-10-16,55,"Month 2",-81,-27,901,Sunny,06:08,17:54
1136,2015-10-17,55,"Month 2",-82,-23,901,Sunny,06:08,17:53
1137,2015-10-18,56,"Month 2",-81,-26,901,Sunny,06:07,17:53
1138,2015-10-19,56,"Month 2",-82,-29,901,Sunny,06:07,17:53
1139,2015-10-20,57,"Month 2",-80,-25,901,Sunny,06:07,17:53
1140,2015-10-21,57,"Month 2",-81,-26,901,Sunny,06:07,17:52
1141,2015-10-22,57,"Month 2",-82,-28,902,Sunny,06:06,17:52
1142,2015-10-23,58,"Month 2",-82,-23,902,Sunny,06:06,17:52
1143,2015-10-24,58,"Month 2",-82,-29,901,Sunny,06:06,17:51
1144,2015-10-25,59,"Month 2",-82,-28,902,Sunny,06:06,17:51
1145,2015-10-26,59,"Month 2",-82,-29,903,Sunny,06:06,17:51
1146,2015-10-27,60,"Month 3",-82,-28,902,Sunny,06:05,17:50
1147,2015-10-28,60,"Month 3",-80,-29,901,Sunny,06:05,17:50
1148,2015-10-29,61,"Month 3",-80,-28,901,Sunny,06:05,17:50
1149,2015-10-30,61,"Month 3",-81,-23,902,Sunny,06:05,17:49
1150,2015-10-31,62,"Month 3",-82,-29,902,Sunny,06:04,17:49
1151,2015-11-01,62,"Month 3",-82,-31,901,Sunny,06:04,17:49
1152,2015-11-02,62,"Month 3",-80,-30,901,Sunny,06:04,17:49
1153,2015-11-03,63,"Month 3",-82,-31,900,Sunny,06:04,17:48
1154,2015-11-04,63,"Month 3",-84,-29,900,Sunny,06:04,17:48
1155,2015-11-05,64,"Month 3",-84,-26,900,Sunny,06:03,17:48
1156,2015-11-06,64,"Month 3",-84,-30,900,Sunny,06:03,17:47
1157,2015-11-07,65,"Month 3",-82,-32,900,Sunny,06:03,17:47
1158,2015-11-08,65,"Month 3",-82,-28,898,Sunny,06:03,17:47
1159,2015-11-09,66,"Month 3",-82,-28,898,Sunny,06:02,17:47
1160,2015-11-10,66,"Month 3",-80,-28,899,Sunny,06:02,17:46
1161,2015-11-12,66,"Month 3",-83,-26,898,Sunny,06:02,17:46
1162,2015-11-13,67,"Month 3",-84,-27,897,Sunny,06:02,17:46
1163,2015-11-14,67,"Month 3",-86,-29,896,Sunny,06:02,17:46
1164,2015-11-15,68,"Month 3",-86,-35,896,Sunny,06:01,17:45
1165,2015-11-16,68,"Month 3",-84,-35,897,Sunny,06:01,17:45
1166,2015-11-17,69,"Month 3",-84,-31,895,Sunny,06:01,17:45
1167,2015-11-18,69,"Month 3",-84,-25,894,Sunny,06:01,17:45
1168,2015-11-19,70,"Month 3",-84,-29,894,Sunny,06:01,17:44
1169,2015-11-20,70,"Month 3",-89,-32,894,Sunny,06:00,17:44
1170,2015-11-21,71,"Month 3",-85,-31,893,Sunny,06:00,17:44
1171,2015-11-22,71,"Month 3",-87,-29,892,Sunny,06:00,17:44
1172,2015-11-23,71,"Month 3",-87,-26,892,Sunny,06:00,17:43
1173,2015-11-24,72,"Month 3",-87,-31,892,Sunny,06:00,17:43
1174,2015-11-25,72,"Month 3",-85,-25,891,Sunny,06:00,17:43
1175,2015-11-26,73,"Month 3",-85,-23,890,Sunny,05:59,17:43
1176,2015-11-27,73,"Month 3",-84,-31,890,Sunny,05:59,17:42
1177,2015-11-28,74,"Month 3",-84,-27,888,Sunny,05:59,17:42
1178,2015-11-29,74,"Month 3",-86,-26,888,Sunny,05:59,17:42
1179,2015-11-30,75,"Month 3",-85,-25,887,Sunny,05:59,17:42
1180,2015-12-01,75,"Month 3",-86,-27,886,Sunny,05:58,17:41
1181,2015-12-02,75,"Month 3",-86,-24,885,Sunny,05:58,17:41
1182,2015-12-03,76,"Month 3",-85,-29,884,Sunny,05:58,17:41
1183,2015-12-04,76,"Month 3",-86,-26,883,Sunny,05:58,17:41
1184,2015-12-05,77,"Month 3",-85,-28,882,Sunny,05:58,17:41
1185,2015-12-06,77,"Month 3",-84,-24,881,Sunny,05:58,17:40
1186,2015-12-07,78,"Month 3",-86,-28,881,Sunny,05:57,17:40
1187,2015-12-08,78,"Month 3",-84,-29,881,Sunny,05:57,17:40
1188,2015-12-09,79,"Month 3",-90,-31,881,Sunny,05:57,17:40
1189,2015-12-10,79,"Month 3",-87,-24,879,Sunny,05:57,17:40
1190,2015-12-11,79,"Month 3",-87,-29,877,Sunny,05:57,17:39
1191,2015-12-12,80,"Month 3",-87,-28,876,Sunny,05:57,17:39
1192,2015-12-13,80,"Month 3",-86,-24,876,Sunny,05:56,17:39
1193,2015-12-14,81,"Month 3",-84,-28,875,Sunny,05:56,17:39
1194,2015-12-15,81,"Month 3",-84,-29,873,Sunny,05:56,17:39
1195,2015-12-16,82,"Month 3",-86,-32,872,Sunny,05:56,17:39
1196,2015-12-17,82,"Month 3",-86,-27,871,Sunny,05:56,17:38
1197,2015-12-18,83,"Month 3",-85,-26,869,Sunny,05:56,17:38
1198,2015-12-20,83,"Month 3",-86,-23,868,Sunny,05:55,17:38
1199,2015-12-21,84,"Month 3",-86,-29,868,Sunny,05:55,17:38
1200,2015-12-22,84,"Month 3",-84,-27,866,Sunny,05:55,17:38
1201,2015-12-23,84,"Month 3",-85,-29,866,Sunny,05:55,17:37
1202,2015-12-24,85,"Month 3",-85,-22,864,Sunny,05:55,17:37
1203,2015-12-25,85,"Month 3",-85,-23,863,Sunny,05:55,17:37
1204,2015-12-26,86,"Month 3",-84,-25,862,Sunny,05:55,17:37
1205,2015-12-27,86,"Month 3",-86,-26,861,Sunny,05:54,17:37
1206,2015-12-28,87,"Month 3",-85,-24,859,Sunny,05:54,17:37
1207,2015-12-29,87,"Month 3",-85,-25,858,Sunny,05:54,17:36
1208,2015-12-30,88,"Month 3",-85,-24,857,Sunny,05:54,17:36
1209,2015-12-31,88,"Month 3",-85,-24,855,Sunny,05:54,17:36
1210,2016-01-01,88,"Month 3",-85,-23,854,Sunny,05:54,17:36
1211,2016-01-02,89,"Month 3",-83,-22,853,Sunny,05:53,17:36
1212,2016-01-03,89,"Month 3",-86,-28,851,Sunny,05:53,17:36
1213,2016-01-04,90,"Month 4",-84,-27,851,Sunny,05:53,17:36
1214,2016-01-05,90,"Month 4",-85,-24,849,Sunny,05:53,17:35
1215,2016-01-06,91,"Month 4",-85,-27,848,Sunny,05:53,17:35
1216,2016-01-07,91,"Month 4",-86,-28,847,Sunny,05:53,17:35
1217,2016-01-08,92,"Month 4",-88,-27,846,Sunny,05:53,17:35
1218,2016-01-09,92,"Month 4",-86,-32,845,Sunny,05:52,17:35
1219,2016-01-10,93,"Month 4",-87,-27,844,Sunny,05:52,17:35
1220,2016-01-11,93,"Month 4",-87,-28,842,Sunny,05:52,17:35
1221,2016-01-12,93,"Month 4",-87,-28,841,Sunny,05:52,17:34
1222,2016-01-13,94,"Month 4",-87,-28,840,Sunny,05:52,17:34
1223,2016-01-14,94,"Month 4",-88,-26,839,Sunny,05:52,17:34
1224,2016-01-15,95,"Month 4",-88,-29,837,Sunny,05:52,17:34
1225,2016-01-16,95,"Month 4",-87,-28,836,Sunny,05:51,17:34
1226,2016-01-17,96,"Month 4",-87,-24,835,Sunny,05:51,17:34
1227,2016-01-18,96,"Month 4",-88,-26,833,Sunny,05:51,17:34
1228,2016-01-19,97,"Month 4",-88,-28,832,Sunny,05:51,17:34
1229,2016-01-20,97,"Month 4",-88,-26,831,Sunny,05:51,17:33
1230,2016-01-21,98,"Month 4",-88,-26,830,Sunny,05:51,17:33
1231,2016-01-22,98,"Month 4",-88,-26,828,Sunny,05:51,17:33
1232,2016-01-23,99,"Month 4",-88,-28,827,Sunny,05:50,17:33
1233,2016-01-24,99,"Month 4",-88,-27,826,Sunny,05:50,17:33
1234,2016-01-26,99,"Month 4",-88,-26,824,Sunny,05:50,17:33
1235,2016-01-27,100,"Month 4",-88,-28,824,Sunny,05:50,17:33
1236,2016-01-28,100,"Month 4",-87,-26,822,Sunny,05:50,17:33
1237,2016-01-29,101,"Month 4",-88,-29,820,Sunny,05:50,17:32
1238,2016-01-30,101,"Month 4",-87,-26,819,Sunny,05:49,17:32
1239,2016-01-31,102,"Month 4",-89,-26,818,Sunny,05:49,17:32
1240,2016-02-01,102,"Month 4",-87,-24,816,Sunny,05:49,17:32
1241,2016-02-02,103,"Month 4",-87,-28,816,Sunny,05:49,17:32
1242,2016-02-03,103,"Month 4",-87,-26,815,Sunny,05:49,17:32
1243,2016-02-04,104,"Month 4",-86,-26,814,Sunny,05:49,17:32
1244,2016-02-05,104,"Month 4",-85,-26,812,Sunny,05:49,17:32
1245,2016-02-06,105,"Month 4",-86,-26,811,Sunny,05:48,17:32
1246,2016-02-07,105,"Month 4",-85,-25,810,Sunny,05:48,17:31
1247,2016-02-08,105,"Month 4",-85,-25,809,Sunny,05:48,17:31
1248,2016-02-09,106,"Month 4",-86,-23,807,Sunny,05:48,17:31
1249,2016-02-10,106,"Month 4",-85,-32,806,Sunny,05:48,17:31
1250,2016-02-11,107,"Month 4",-85,-28,804,Sunny,05:48,17:31
1251,2016-02-12,107,"Month 4",-85,-27,803,Sunny,05:47,17:31
1252,2016-02-13,108,"Month 4",-85,-31,802,Sunny,05:47,17:31
1253,2016-02-14,108,"Month 4",-85,-26,800,Sunny,05:47,17:31
1254,2016-02-15,109,"Month 4",-84,-29,799,Sunny,05:47,17:31
1255,2016-02-16,109,"Month 4",-84,-25,798,Sunny,05:47,17:30
1256,2016-02-17,110,"Month 4",-84,-27,797,Sunny,05:47,17:30
1257,2016-02-18,110,"Month 4",-84,-21,794,Sunny,05:47,17:30
1258,2016-02-19,111,"Month 4",-83,-23,794,Sunny,05:46,17:30
1259,2016-02-20,111,"Month 4",-84,-25,794,Sunny,05:46,17:30
1260,2016-02-21,112,"Month 4",-83,-23,792,Sunny,05:46,17:30
1261,2016-02-22,112,"Month 4",-81,-25,790,Sunny,05:46,17:30
1262,2016-02-23,112,"Month 4",-81,-29,790,Sunny,05:46,17:30
1263,2016-02-24,113,"Month 4",-84,-29,788,Sunny,05:46,17:30
1264,2016-02-25,113,"Month 4",-84,-27,787,Sunny,05:45,17:30
1265,2016-02-26,114,"Month 4",-81,-28,787,Sunny,05:45,17:29
1266,2016-02-27,114,"Month 4",-82,-27,787,Sunny,05:45,17:29
1267,2016-02-28,115,"Month 4",-83,-24,786,Sunny,05:45,17:29
